Number,Symbol,Company Name,Market Cap,Stock Price,Revenue
4599,SRZN,"Surrozen, Inc.",81.86M,9.56,11.64M
4600,SSB,SouthState Corporation,9.33B,92.22,2.06B
4601,SSBI,Summit State Bank,81.60M,12,27.57M
4602,SSD,"Simpson Manufacturing Co., Inc.",7.58B,181.31,2.27B
4603,SSEA,Starry Sea Acquisition Corp,52.48M,10.03,-
4604,SSII,"SS Innovations International, Inc.",1.31B,6.77,27.62M
4605,SSKN,"STRATA Skin Sciences, Inc.",7.76M,1.86,33.62M
4606,SSL,Sasol Limited,3.10B,4.91,13.82B
4607,SSNC,"SS&C Technologies Holdings, Inc.",21.20B,86.84,6.05B
4608,SSP,The E.W. Scripps Company,221.03M,2.52,2.44B
4609,SSRM,SSR Mining Inc.,3.08B,15.19,1.30B
4610,SSSS,SuRo Capital Corp.,202.57M,8.48,2.78M
4611,SST,"System1, Inc.",51.07M,5.44,317.06M
4612,SSTI,"SoundThinking, Inc.",144.73M,11.42,104.97M
4613,SSTK,"Shutterstock, Inc.",712.32M,20.08,1.01B
4614,SSY,"SunLink Health Systems, Inc.",7.18M,1.02,31.09M
4615,SSYS,Stratasys Ltd.,929.50M,11.06,564.45M
4616,ST,Sensata Technologies Holding plc,4.29B,29.45,3.75B
4617,STAA,STAAR Surgical Company,1.35B,27.26,224.45M
4618,STAG,"STAG Industrial, Inc.",6.51B,34.63,803.23M
4619,STAI,ScanTech AI Systems Inc.,25.97M,0.538,907.64K
4620,STAK,STAK Inc.,14.93M,1.53,22.25M
4621,STBA,"S&T Bancorp, Inc.",1.40B,36.89,388.49M
4622,STC,Stewart Information Services Corporation,1.89B,67.41,2.67B
4623,STE,STERIS plc,23.89B,242.85,5.57B
4624,STEC,Santech Holdings Limited,59.81M,0.712,10.67M
4625,STEL,"Stellar Bancorp, Inc.",1.46B,28.52,425.01M
4626,STEM,"Stem, Inc.",105.80M,12.72,156.00M
4627,STEP,StepStone Group Inc.,6.96B,58.47,1.35B
4628,STFS,Star Fashion Culture Holdings Limited,71.63M,2.11,16.75M
4629,STG,Sunlands Technology Group,130.43M,9.65,269.36M
4630,STGW,Stagwell Inc.,1.39B,5.4,2.86B
4631,STHO,Star Holdings,96.70M,7.29,113.99M
4632,STI,"Solidion Technology, Inc.",8.91M,3.28,5.33K
4633,STIM,"Neuronetics, Inc.",273.10M,4.13,111.11M
4634,STKH,Steakholder Foods Ltd.,2.54M,0.892,10.00K
4635,STKL,SunOpta Inc.,739.84M,6.26,762.88M
4636,STKS,"The ONE Group Hospitality, Inc.",86.06M,2.77,834.36M
4637,STLA,Stellantis N.V.,27.25B,9.43,171.61B
4638,STLD,"Steel Dynamics, Inc.",18.26B,123.02,17.15B
4639,STM,STMicroelectronics N.V.,22.69B,25.17,11.86B
4640,STN,Stantec Inc.,12.51B,109.54,4.21B
4641,STNE,StoneCo Ltd.,3.92B,14.44,2.55B
4642,STNG,Scorpio Tankers Inc.,2.16B,45.7,916.16M
4643,STOK,"Stoke Therapeutics, Inc.",715.22M,13.1,190.91M
4644,STR,Sitio Royalties Corp.,2.78B,18.43,613.65M
4645,STRA,"Strategic Education, Inc.",1.83B,77.99,1.24B
4646,STRL,"Sterling Infrastructure, Inc.",9.21B,302.69,2.14B
4647,STRM,"Streamline Health Solutions, Inc.",22.05M,5.33,18.38M
4648,STRO,"Sutro Biopharma, Inc.",67.77M,0.802,104.47M
4649,STRR,"Star Equity Holdings, Inc.",6.42M,2,57.17M
4650,STRS,Stratus Properties Inc.,127.55M,15.8,32.72M
4651,STRT,Strattec Security Corporation,298.48M,71.61,556.11M
4652,STRW,"Strawberry Fields REIT, Inc.",589.38M,10.63,135.15M
4653,STRZ,Starz Entertainment Corp.,233.10M,13.94,1.37B
4654,STSS,"Sharps Technology, Inc.",6.65M,6.5,-
4655,STT,State Street Corporation,31.51B,111.08,13.32B
4656,STTK,"Shattuck Labs, Inc.",36.23M,0.756,4.61M
4657,STVN,Stevanato Group S.p.A.,6.45B,23.63,1.34B
4658,STWD,"Starwood Property Trust, Inc.",7.30B,19.88,342.35M
4659,STX,Seagate Technology Holdings plc,32.00B,150.45,9.10B
4660,STXS,"Stereotaxis, Inc.",230.62M,2.5,31.81M
4661,STZ,"Constellation Brands, Inc.",30.07B,170.6,10.06B
4662,SU,Suncor Energy Inc.,47.60B,39.22,36.46B
4663,SUGP,SU Group Holdings Limited,8.95M,0.646,25.48M
4664,SUI,"Sun Communities, Inc.",16.04B,125.33,3.22B
4665,SUN,Sunoco LP,7.12B,52.13,21.59B
4666,SUNE,SUNation Energy Inc.,5.11M,1.5,56.28M
4667,SUNS,"Sunrise Realty Trust, Inc.",133.27M,9.93,16.36M
4668,SUPN,"Supernus Pharmaceuticals, Inc.",2.31B,41.23,665.13M
4669,SUPV,Grupo Supervielle S.A.,965.95M,10.96,742.99M
4670,SUPX,SuperX AI Technology Limited,513.45M,23.16,1.98M
4671,SURG,"SurgePays, Inc.",59.60M,2.92,40.03M
4672,SUUN,PowerBank Corporation,48.59M,1.36,25.80M
4673,SUZ,Suzano S.A.,12.44B,10.11,9.41B
4674,SVC,Service Properties Trust,379.93M,2.28,1.89B
4675,SVCC,Stellar V Capital Corp.,222.19M,10.28,-
4676,SVCO,"Silvaco Group, Inc.",121.68M,4.025,54.97M
4677,SVII,Spring Valley Acquisition Corp. II,116.30M,11.87,-
4678,SVM,Silvercorp Metals Inc.,1.24B,4.51,308.06M
4679,SVRA,Savara Inc.,556.22M,2.645,-
4680,SVRE,SaverOne 2014 Ltd.,13.14M,2.04,462.07K
4681,SVV,"Savers Value Village, Inc.",1.73B,11.15,1.58B
4682,SW,Smurfit Westrock Plc,22.72B,43.63,30.81B
4683,SWAG,"Stran & Company, Inc.",26.25M,1.411,92.52M
4684,SWBI,"Smith & Wesson Brands, Inc.",356.26M,8.04,474.66M
4685,SWIM,"Latham Group, Inc.",860.08M,7.39,521.83M
4686,SWIN,Solowin Holdings,204.79M,4.13,3.32M
4687,SWK,"Stanley Black & Decker, Inc.",10.73B,69.32,15.16B
4688,SWKH,SWK Holdings Corporation,180.73M,14.56,34.91M
4689,SWKS,"Skyworks Solutions, Inc.",10.55B,71.08,4.01B
4690,SWVL,Swvl Holdings Corp.,38.90M,3.93,17.21M
4691,SWX,"Southwest Gas Holdings, Inc.",5.65B,78.43,4.77B
4692,SXC,"SunCoke Energy, Inc.",634.14M,7.49,1.85B
4693,SXI,Standex International Corporation,2.26B,187.67,790.11M
4694,SXT,Sensient Technologies Corporation,4.95B,116.62,1.58B
4695,SXTC,"China SXT Pharmaceuticals, Inc.",184.48M,1.59,1.74M
4696,SXTP,"60 Degrees Pharmaceuticals, Inc.",4.48M,1.39,802.32K
4697,SY,So-Young International Inc.,500.10M,4.99,199.23M
4698,SYBT,"Stock Yards Bancorp, Inc.",2.15B,73.15,364.55M
4699,SYBX,"Synlogic, Inc.",16.37M,1.4,8.00K
4700,SYF,Synchrony Financial,25.83B,69.43,9.19B
4701,SYK,Stryker Corporation,144.35B,377.58,23.82B
4702,SYM,Symbotic Inc.,32.80B,55.61,2.19B
4703,SYNA,Synaptics Incorporated,2.45B,63.52,1.07B
4704,SYNX,Silynxcom Ltd.,11.68M,1.76,9.09M
4705,SYPR,"Sypris Solutions, Inc.",45.04M,1.96,134.14M
4706,SYRE,"Spyre Therapeutics, Inc.",915.68M,15.09,-
4707,SYTA,Siyata Mobile Inc.,30.59M,3.44,11.74M
4708,SYY,Sysco Corporation,38.51B,80.65,81.37B
4709,SZZL,Sizzle Acquisition Corp. II,315.48M,10.09,-
4710,T,AT&T Inc.,200.78B,28.08,123.98B
4711,TAC,TransAlta Corporation,3.59B,12.08,1.84B
4712,TACH,Titan Acquisition Corp,341.04M,10.22,-
4713,TACO,Berto Acquisition Corp.,390.20M,10.67,-
4714,TACT,TransAct Technologies Incorporated,39.42M,3.91,47.95M
4715,TAIT,Taitron Components Incorporated,12.70M,2.11,4.26M
4716,TAK,Takeda Pharmaceutical Company Limited,45.09B,14.44,31.05B
4717,TAL,TAL Education Group,6.97B,11.45,2.41B
4718,TALK,"Talkspace, Inc.",418.29M,2.5,202.61M
4719,TALO,Talos Energy Inc.,1.37B,7.82,1.93B
4720,TANH,Tantech Holdings Ltd,2.46M,1.81,42.94M
4721,TAOP,Taoping Inc.,3.48M,3.91,36.67M
4722,TAOX,TAO Synergies Inc.,8.57M,6.16,-
4723,TAP,Molson Coors Beverage Company,10.02B,50.69,11.28B
4724,TARA,"Protara Therapeutics, Inc.",120.76M,3.135,-
4725,TARS,"Tarsus Pharmaceuticals, Inc.",2.02B,47.85,295.52M
4726,TASK,"TaskUs, Inc.",1.51B,17.07,1.10B
4727,TATT,TAT Technologies Ltd.,477.38M,37.01,160.17M
4728,TAVI,Tavia Acquisition Corp.,163.98M,10.3,-
4729,TAYD,"Taylor Devices, Inc.",138.33M,44.1,42.80M
4730,TBBB,BBB Foods Inc.,2.95B,25.81,3.03B
4731,TBBK,"The Bancorp, Inc.",2.90B,62.78,515.89M
4732,TBCH,Turtle Beach Corporation,315.90M,15.68,361.12M
4733,TBH,"Brag House Holdings, Inc.",13.74M,1.27,50
4734,TBHC,"The Brand House Collective, Inc.",27.85M,1.24,431.11M
4735,TBI,"TrueBlue, Inc.",174.02M,5.82,1.53B
4736,TBLA,Taboola.com Ltd.,1.01B,3.3,1.82B
4737,TBLD,Thornburg Income Builder Opportunities Trust,637.47M,19.94,-
4738,TBMC,Trailblazer Merger Corporation I,51.87M,11.53,-
4739,TBN,Tamboran Resources Corporation,382.79M,20.51,-
4740,TBPH,"Theravance Biopharma, Inc.",576.02M,11.45,65.27M
4741,TBRG,"TruBridge, Inc.",274.46M,18.91,345.87M
4742,TC,Token Cat Limited,20.24M,0.6,6.74M
4743,TCBI,"Texas Capital Bancshares, Inc.",3.67B,80.15,936.95M
4744,TCBK,TriCo Bancshares,1.35B,41.03,385.49M
4745,TCBS,"Texas Community Bancshares, Inc.",45.16M,15.89,14.83M
4746,TCBX,"Third Coast Bancshares, Inc.",502.05M,36.22,182.32M
4747,TCI,"Transcontinental Realty Investors, Inc.",359.74M,41.64,48.27M
4748,TCMD,"Tactile Systems Technology, Inc.",273.75M,12.28,298.85M
4749,TCOM,Trip.com Group Limited,38.43B,58.8,7.61B
4750,TCPC,BlackRock TCP Capital Corp.,601.22M,7.07,239.54M
4751,TCRT,"Alaunos Therapeutics, Inc.",4.89M,2.47,11.00K
4752,TCRX,"TScan Therapeutics, Inc.",92.81M,1.64,4.42M
4753,TCX,Tucows Inc.,221.20M,20.01,378.47M
4754,TD,The Toronto-Dominion Bank,126.24B,73.25,45.02B
4755,TDAC,Translational Development Acquisition Corp.,230.47M,10.32,-
4756,TDC,Teradata Corporation,1.94B,20.53,1.68B
4757,TDG,TransDigm Group Incorporated,78.06B,"1,389.77",8.58B
4758,TDIC,Dreamland Limited,115.94M,3.74,6.14M
4759,TDOC,"Teladoc Health, Inc.",1.23B,6.96,2.54B
4760,TDS,"Telephone and Data Systems, Inc.",4.45B,38.75,4.86B
4761,TDTH,Trident Digital Tech Holdings Ltd,83.84M,1.09,465.44K
4762,TDUP,ThredUp Inc.,1.23B,10,277.73M
4763,TDW,Tidewater Inc.,2.84B,57.41,1.36B
4764,TDY,Teledyne Technologies Incorporated,25.60B,545.93,5.91B
4765,TE,T1 Energy Inc.,199.60M,1.28,67.59M
4766,TEAD,Teads Holding Co.,164.30M,1.73,1.09B
4767,TEAM,Atlassian Corporation,44.12B,168.06,5.22B
4768,TECH,Bio-Techne Corporation,7.90B,50.42,1.22B
4769,TECK,Teck Resources Limited,16.16B,33.03,7.30B
4770,TECX,"Tectonic Therapeutic, Inc.",416.58M,22.25,-
4771,TEF,"Telefónica, S.A.",30.60B,5.4,48.78B
4772,TEL,TE Connectivity plc,59.68B,201.98,16.58B
4773,TELA,"TELA Bio, Inc.",68.03M,1.72,71.22M
4774,TELO,"Telomir Pharmaceuticals, Inc.",48.15M,1.56,-
4775,TEM,"Tempus AI, Inc.",10.57B,60.87,951.98M
4776,TEN,Tsakos Energy Navigation Limited,610.69M,20.27,799.52M
4777,TENB,"Tenable Holdings, Inc.",3.57B,28.99,949.25M
4778,TENX,"Tenax Therapeutics, Inc.",234.58M,5.9,-
4779,TEO,Telecom Argentina S.A.,4.37B,10.09,4.13B
4780,TER,"Teradyne, Inc.",17.10B,107.47,2.83B
4781,TERN,"Terns Pharmaceuticals, Inc.",532.07M,6.08,-
4782,TEVA,Teva Pharmaceutical Industries Limited,18.78B,16.37,16.63B
4783,TEX,Terex Corporation,3.19B,48.59,5.17B
4784,TFC,Truist Financial Corporation,55.54B,43.07,18.17B
4785,TFII,TFI International Inc.,7.16B,86.17,8.26B
4786,TFIN,"Triumph Financial, Inc.",1.27B,53.67,409.23M
4787,TFPM,Triple Flag Precious Metals Corp.,5.46B,26.46,324.21M
4788,TFSL,TFS Financial Corporation,3.54B,12.72,308.63M
4789,TFX,Teleflex Incorporated,5.23B,118.41,3.04B
4790,TG,Tredegar Corporation,277.64M,8.13,608.10M
4791,TGB,Taseko Mines Limited,1.00B,3.17,424.27M
4792,TGE,The Generation Essentials Group,157.94M,3.72,77.01M
4793,TGEN,Tecogen Inc.,275.87M,9.43,23.71M
4794,TGL,Treasure Global Inc.,4.27M,1.03,1.47M
4795,TGLS,Tecnoglass Inc.,3.49B,74.35,955.73M
4796,TGNA,TEGNA Inc.,2.46B,15.31,3.03B
4797,TGS,Transportadora de Gas del Sur S.A.,4.29B,28.4,1.16B
4798,TGT,Target Corporation,47.89B,105.4,105.88B
4799,TGTX,"TG Therapeutics, Inc.",3.89B,26.71,454.07M
4800,TH,Target Hospitality Corp.,839.63M,8.45,310.38M
4801,THAR,"Tharimmune, Inc.",5.23M,1.24,-
4802,THC,Tenet Healthcare Corporation,14.63B,165.58,20.68B
4803,THCH,TH International Limited,89.47M,2.795,187.38M
4804,THFF,First Financial Corporation,631.76M,53.19,230.45M
4805,THG,"The Hanover Insurance Group, Inc.",6.04B,168.86,6.41B
4806,THM,International Tower Hill Mines Ltd.,293.34M,1.4,-
4807,THO,"THOR Industries, Inc.",5.05B,94.92,9.59B
4808,THR,"Thermon Group Holdings, Inc.",796.87M,24.1,491.98M
4809,THRM,Gentherm Incorporated,999.22M,32.73,1.45B
4810,THRY,"Thryv Holdings, Inc.",565.46M,12.88,758.29M
4811,THS,"TreeHouse Foods, Inc.",940.82M,18.63,3.33B
4812,THTX,Theratechnologies Inc.,147.15M,3.2,84.38M
4813,TIC,Acuren Corporation,1.15B,9.37,1.11B
4814,TIGO,Millicom International Cellular S.A.,7.02B,42.05,5.61B
4815,TIGR,UP Fintech Holding Limited,1.76B,10.01,374.15M
4816,TIL,"Instil Bio, Inc.",183.58M,27.99,-
4817,TILE,"Interface, Inc.",1.45B,24.87,1.35B
4818,TIMB,TIM S.A.,9.99B,20.61,4.78B
4819,TIPT,Tiptree Inc.,813.00M,21.68,2.02B
4820,TIRX,Tian Ruixiang Holdings Ltd.,106.27M,0.88,3.22M
4821,TISI,"Team, Inc.",75.40M,16.78,851.33M
4822,TITN,Titan Machinery Inc.,428.79M,18.98,2.67B
4823,TIVC,"Tivic Health Systems, Inc.",3.29M,3.165,516.00K
4824,TIXT,TELUS International (Cda) Inc.,1.06B,3.79,2.72B
4825,TJX,"The TJX Companies, Inc.",146.56B,131.37,56.99B
4826,TK,Teekay Corporation Ltd.,633.55M,7.43,992.52M
4827,TKC,Turkcell Iletisim Hizmetleri A.S.,5.16B,5.91,4.54B
4828,TKLF,"Tokyo Lifestyle Co., Ltd.",15.70M,3.71,210.12M
4829,TKNO,"Alpha Teknova, Inc.",226.05M,4.23,38.92M
4830,TKO,"TKO Group Holdings, Inc.",32.38B,163.29,2.97B
4831,TKR,The Timken Company,5.18B,74.39,4.51B
4832,TLF,"Tandy Leather Factory, Inc.",29.62M,3.479,74.15M
4833,TLIH,Ten-League International Holdings Limited,18.39M,0.626,42.86M
4834,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,17.93B,18.4,9.10B
4835,TLN,Talen Energy Corporation,17.05B,374.68,2.13B
4836,TLPH,"Talphera, Inc.",8.40M,0.41,27.00K
4837,TLRY,"Tilray Brands, Inc.",712.61M,0.649,821.31M
4838,TLS,Telos Corporation,174.89M,2.38,109.27M
4839,TLSA,Tiziana Life Sciences Ltd,245.22M,2.2,-
4840,TLSI,"TriSalus Life Sciences, Inc.",149.46M,3.97,32.14M
4841,TLX,Telix Pharmaceuticals Limited,3.90B,11.34,484.69M
4842,TLYS,"Tilly's, Inc.",41.61M,1.38,561.21M
4843,TM,Toyota Motor Corporation,244.64B,188.64,335.83B
4844,TMC,TMC the metals company Inc.,2.25B,5.62,-
4845,TMCI,"Treace Medical Concepts, Inc.",387.25M,6.13,213.75M
4846,TMDE,TMD Energy Limited,20.48M,0.869,688.61M
4847,TMDX,"TransMedics Group, Inc.",3.90B,114.5,531.29M
4848,TME,Tencent Music Entertainment Group,35.02B,22.13,3.99B
4849,TMHC,Taylor Morrison Home Corporation,6.42B,64.96,8.40B
4850,TMO,Thermo Fisher Scientific Inc.,173.97B,460.72,43.21B
4851,TMP,Tompkins Financial Corporation,899.66M,62.34,306.37M
4852,TMQ,Trilogy Metals Inc.,237.72M,1.52,-
4853,TMUS,"T-Mobile US, Inc.",275.71B,244.98,84.05B
4854,TNC,Tennant Company,1.50B,80.3,1.25B
4855,TNDM,"Tandem Diabetes Care, Inc.",758.81M,11.23,1.00B
4856,TNET,"TriNet Group, Inc.",3.09B,63.57,4.99B
4857,TNFA,"TNF Pharmaceuticals, Inc.",1.37M,0.0968,-
4858,TNGX,"Tango Therapeutics, Inc.",735.43M,6.61,24.30M
4859,TNK,Teekay Tankers Ltd.,1.54B,44.63,997.29M
4860,TNL,Travel + Leisure Co.,3.83B,58.88,3.92B
4861,TNMG,TNL Mediagene,12.02M,0.425,48.49M
4862,TNON,"Tenon Medical, Inc.",10.55M,1.39,3.28M
4863,TNXP,Tonix Pharmaceuticals Holding Corp.,406.56M,46.49,10.04M
4864,TNYA,"Tenaya Therapeutics, Inc.",108.81M,0.669,-
4865,TOI,"The Oncology Institute, Inc.",385.97M,4.28,403.15M
4866,TOL,"Toll Brothers, Inc.",12.35B,125.78,10.66B
4867,TOMZ,"TOMI Environmental Solutions, Inc.",20.22M,1.01,8.20M
4868,TOON,Kartoon Studios Inc.,32.68M,0.684,36.02M
4869,TOP,TOP Financial Group Limited,42.16M,1.13,2.73M
4870,TOPP,Toppoint Holdings Inc.,33.00M,2.2,16.12M
4871,TOPS,Top Ships Inc.,26.46M,5.72,86.13M
4872,TORO,Toro Corp.,50.49M,2.86,21.51M
4873,TOST,"Toast, Inc.",25.12B,43.08,5.53B
4874,TOUR,Tuniu Corporation,87.75M,0.756,72.10M
4875,TOVX,"Theriva Biologics, Inc.",3.36M,0.371,-
4876,TOWN,TowneBank,2.62B,35.28,741.83M
4877,TOYO,"TOYO Co., Ltd.",158.24M,4.71,176.96M
4878,TPB,"Turning Point Brands, Inc.",1.74B,96.76,392.95M
4879,TPC,Tutor Perini Corporation,2.98B,56.41,4.77B
4880,TPCS,TechPrecision Corporation,57.00M,5.83,34.03M
4881,TPET,Trio Petroleum Corp.,8.50M,1.13,174.37K
4882,TPG,TPG Inc.,23.31B,61.7,3.89B
4883,TPH,"Tri Pointe Homes, Inc.",2.89B,33,4.04B
4884,TPIC,"TPI Composites, Inc.",15.58M,0.32,1.37B
4885,TPL,Texas Pacific Land Corporation,19.82B,862.1,742.87M
4886,TPR,"Tapestry, Inc.",22.66B,109.09,6.88B
4887,TPST,"Tempest Therapeutics, Inc.",30.08M,7.36,-
4888,TPVG,TriplePoint Venture Growth BDC Corp.,250.81M,6.22,97.56M
4889,TR,"Tootsie Roll Industries, Inc.",2.83B,38.86,722.85M
4890,TRAK,"ReposiTrak, Inc.",304.67M,16.67,22.03M
4891,TRAW,"Traws Pharma, Inc.",8.35M,1.5,227.00K
4892,TRC,Tejon Ranch Co.,457.79M,17.03,45.31M
4893,TRDA,"Entrada Therapeutics, Inc.",184.52M,5.17,79.48M
4894,TREE,"LendingTree, Inc.",737.74M,54.17,1.01B
4895,TREX,"Trex Company, Inc.",6.41B,59.78,1.13B
4896,TRGP,Targa Resources Corp.,35.53B,165.09,17.08B
4897,TRI,Thomson Reuters Corporation,81.10B,179.96,7.32B
4898,TRIB,Trinity Biotech plc,17.04M,0.918,61.56M
4899,TRIN,Trinity Capital Inc.,1.11B,15.82,254.89M
4900,TRIP,"Tripadvisor, Inc.",2.09B,17.97,1.87B
4901,TRMB,Trimble Inc.,19.93B,83.77,3.58B
4902,TRMD,TORM plc,1.91B,19.23,1.44B
4903,TRMK,Trustmark Corporation,2.23B,36.91,758.38M
4904,TRML,"Tourmaline Bio, Inc.",532.27M,20.69,-
4905,TRN,"Trinity Industries, Inc.",2.20B,27.18,2.52B
4906,TRNO,Terreno Realty Corporation,5.55B,53.77,426.00M
4907,TRNR,Interactive Strength Inc.,6.40M,4.21,6.37M
4908,TRNS,"Transcat, Inc.",737.88M,79.79,288.14M
4909,TRON,Tron Inc.,124.30M,6.97,4.39M
4910,TROO,"TROOPS, Inc.",97.61M,0.799,10.07M
4911,TROW,"T. Rowe Price Group, Inc.",23.08B,105.06,7.10B
4912,TROX,Tronox Holdings plc,497.77M,3.14,2.95B
4913,TRP,TC Energy Corporation,51.41B,49.37,10.49B
4914,TRS,TriMas Corporation,1.44B,35.53,973.84M
4915,TRSG,Tungray Technologies Inc.,26.98M,1.65,12.81M
4916,TRST,TrustCo Bank Corp NY,628.68M,33.35,177.01M
4917,TRT,Trio-Tech International,23.94M,5.55,35.55M
4918,TRTX,"TPG RE Finance Trust, Inc.",698.67M,8.89,138.59M
4919,TRU,TransUnion,17.58B,90.23,4.36B
4920,TRUE,"TrueCar, Inc.",181.31M,2.05,184.56M
4921,TRUG,"TruGolf Holdings, Inc.",55.34M,5.09,22.24M
4922,TRUP,"Trupanion, Inc.",2.09B,48.81,1.36B
4923,TRV,"The Travelers Companies, Inc.",59.63B,264.87,47.84B
4924,TRVG,trivago N.V.,251.54M,3.57,592.18M
4925,TRVI,"Trevi Therapeutics, Inc.",884.05M,7.42,-
4926,TRX,TRX Gold Corporation,104.93M,0.37,47.73M
4927,TS,Tenaris S.A.,18.84B,35.75,11.77B
4928,TSAT,Telesat Corporation,1.07B,21.01,358.75M
4929,TSBK,"Timberland Bancorp, Inc.",244.10M,31.16,78.34M
4930,TSBX,Turnstone Biologics Corp.,8.21M,0.355,-
4931,TSCO,Tractor Supply Company,31.40B,59.26,15.15B
4932,TSE,Trinseo PLC,74.06M,2.06,3.26B
4933,TSEM,Tower Semiconductor Ltd.,5.39B,48.23,1.49B
4934,TSHA,"Taysha Gene Therapies, Inc.",583.88M,2.72,7.22M
4935,TSLA,"Tesla, Inc.","1,063.35B",329.65,92.72B
4936,TSLX,"Sixth Street Specialty Lending, Inc.",2.27B,24.04,474.29M
4937,TSM,Taiwan Semiconductor Manufacturing Company Limited,"1,019.26B",241.83,116.30B
4938,TSN,"Tyson Foods, Inc.",20.29B,57.04,54.15B
4939,TSQ,"Townsquare Media, Inc.",109.20M,6.64,447.25M
4940,TSSI,"TSS, Inc.",504.16M,20.15,263.02M
4941,TT,Trane Technologies plc,95.70B,430.09,20.75B
4942,TTAM,Titan America SA,2.90B,15,1.62B
4943,TTAN,"ServiceTitan, Inc.",9.28B,102.31,817.24M
4944,TTC,The Toro Company,7.28B,73.77,4.55B
4945,TTD,"The Trade Desk, Inc.",26.52B,54.23,2.68B
4946,TTE,TotalEnergies SE,135.44B,61.33,187.12B
4947,TTEC,"TTEC Holdings, Inc.",163.59M,3.42,2.14B
4948,TTEK,"Tetra Tech, Inc.",9.69B,36.87,4.60B
4949,TTGT,"TechTarget, Inc.",452.53M,6.33,330.13M
4950,TTI,"TETRA Technologies, Inc.",522.46M,3.92,607.22M
4951,TTMI,"TTM Technologies, Inc.",4.68B,45.28,2.65B
4952,TTNP,"Titan Pharmaceuticals, Inc.",4.67M,3.96,-
4953,TTSH,"Tile Shop Holdings, Inc.",277.63M,6.19,340.23M
4954,TTWO,"Take-Two Interactive Software, Inc.",40.10B,217.37,5.80B
4955,TU,TELUS Corporation,24.67B,16.08,14.97B
4956,TURB,"Turbo Energy, S.A.",24.89M,2.24,9.75M
4957,TURN,180 Degree Capital Corp.,43.80M,4.37,194.81K
4958,TUSK,"Mammoth Energy Services, Inc.",112.62M,2.285,188.57M
4959,TUYA,Tuya Inc.,1.51B,2.52,311.64M
4960,TV,"Grupo Televisa, S.A.B.",1.28B,2.38,3.20B
4961,TVA,Texas Ventures Acquisition III Corp,303.41M,10.34,-
4962,TVAI,Thayer Ventures Acquisition Corporation II,263.21M,10.1,-
4963,TVGN,Tevogen Bio Holdings Inc.,174.42M,0.901,-
4964,TVRD,"Tvardi Therapeutics, Inc.",223.83M,23.93,-
4965,TVTX,"Travere Therapeutics, Inc.",1.51B,16.94,333.87M
4966,TW,Tradeweb Markets Inc.,32.02B,135.44,1.93B
4967,TWFG,"TWFG, Inc.",1.45B,25.83,211.44M
4968,TWG,Top Wealth Group Holding Limited,4.77M,7.67,4.75M
4969,TWI,"Titan International, Inc.",523.94M,8.2,1.78B
4970,TWIN,"Twin Disc, Incorporated",125.91M,8.98,328.48M
4971,TWLO,Twilio Inc.,15.06B,98.67,4.73B
4972,TWNP,Twin Hospitality Group Inc.,202.93M,3.55,345.10M
4973,TWO,Two Harbors Investment Corp.,1.03B,9.85,257.74M
4974,TWST,Twist Bioscience Corporation,1.55B,25.64,362.27M
4975,TX,Ternium S.A.,6.28B,32,16.24B
4976,TXG,"10x Genomics, Inc.",1.51B,12.29,644.47M
4977,TXMD,"TherapeuticsMD, Inc.",12.28M,1.061,1.84M
4978,TXN,Texas Instruments Incorporated,170.21B,187.22,16.68B
4979,TXNM,"TXNM Energy, Inc.",5.98B,56.76,2.03B
4980,TXO,"TXO Partners, L.P.",805.33M,14.7,332.27M
4981,TXRH,"Texas Roadhouse, Inc.",11.47B,172.84,5.67B
4982,TXT,Textron Inc.,13.73B,77.02,14.06B
4983,TYG,Tortoise Energy Infrastructure Corporation,755.27M,43.82,18.09M
4984,TYGO,"Tigo Energy, Inc.",86.12M,1.31,74.41M
4985,TYL,"Tyler Technologies, Inc.",25.71B,594.35,2.25B
4986,TYRA,"Tyra Biosciences, Inc.",555.71M,10.51,-
4987,TZOO,Travelzoo,106.29M,9.58,87.82M
4988,TZUP,Thumzup Media Corporation,160.32M,15.46,487
4989,U,Unity Software Inc.,14.05B,33.25,1.78B
4990,UA,"Under Armour, Inc.",2.27B,5.19,5.11B
4991,UAA,"Under Armour, Inc.",2.32B,5.44,5.11B
4992,UAL,"United Airlines Holdings, Inc.",28.91B,89.29,57.99B
4993,UAMY,United States Antimony Corporation,433.53M,3.64,18.87M
4994,UAN,"CVR Partners, LP",1.02B,96.53,576.18M
4995,UAVS,"AgEagle Aerial Systems, Inc.",68.06M,2.09,13.15M
4996,UBCP,"United Bancorp, Inc.",81.70M,14.1,30.04M
4997,UBER,"Uber Technologies, Inc.",186.77B,89.56,47.33B
4998,UBFO,United Security Bancshares,153.79M,8.8,44.64M
4999,UBS,UBS Group AG,125.42B,39.54,47.01B
5000,UBSI,"United Bankshares, Inc.",5.06B,35.75,1.07B
5001,UBXG,U-BX Technology Ltd.,58.81M,2.8,39.60M
5002,UCAR,U Power Limited,11.09M,2.115,6.07M
5003,UCB,"United Community Banks, Inc.",3.61B,29.7,922.99M
5004,UCL,uCloudlink Group Inc.,135.10M,3.59,92.26M
5005,UCTT,"Ultra Clean Holdings, Inc.",1.05B,23.21,2.14B
